GEOID20,District
42101003914,1
42101002602,1
42101002623,1
42101004030,1
42101004040,1
42101002620,1
42101002601,1
42101002603,1
42101002615,1
42101002613,1
42101003933,1
42101003912,1
42101003916,1
42101003924,1
42101003902,1
42101002614,1
42101002618,1
42101002606,1
42101002604,1
42101002607,1
42101003936,1
42101003941,1
42101003929,1
42101003944,1
42101003913,1
42101002609,1
42101002605,1
42101004801,1
42101002610,1
42101002617,1
42101002622,1
42101002616,1
42101002611,1
42101002608,1
42101002612,1
42101002619,1
42101002621,1
42101003925,1
42101003939,1
42101003917,1
42101003921,1
42101000118,1
42101000110,1
42101000204,1
42101000205,1
42101004820,1
42101003918,1
42101003923,1
42101003922,1
42101000121,1
42101000108,1
42101000105,1
42101003905,1
42101000106,1
42101000102,1
42101000104,1
42101003945,1
42101003919,1
42101000115,1
42101000101,1
42101003946,1
42101000119,1
42101000117,1
42101000202,1
42101000203,1
42101000208,1
42101003927,1
42101003909,1
42101003910,1
42101003911,1
42101003904,1
42101003915,1
42101003907,1
42101003908,1
42101003906,1
42101003903,1
42101003920,1
42101003940,1
42101003938,1
42101003935,1
42101003926,1
42101003930,1
42101003928,1
42101003932,1
42101003934,1
42101003901,1
42101003942,1
42101003931,1
42101003943,1
42101003937,1
42101004813,1
42101004818,1
42101004814,1
42101004817,1
42101004812,1
42101004810,1
42101004815,1
42101004816,1
42101004821,1
42101004823,1
42101004811,1
42101003630,1
42101003633,1
42101003626,1
42101003628,1
42101004822,1
42101004819,1
42101004807,1
42101004804,1
42101004806,1
42101004805,1
42101004808,1
42101004809,1
42101004802,1
42101004803,1
42101000107,1
42101000114,1
42101000113,1
42101000112,1
42101000116,1
42101000109,1
42101000103,1
42101000111,1
42101000207,1
42101000206,1
42101000120,1
42101003629,1
42101003641,1
42101003638,1
42101003640,1
42101003639,1
42101003634,1
42101003635,1
42101003636,1
42101003637,1
42101003611,1
42101003631,1
42101003613,1
42101003616,1
42101003618,1
42101003621,1
42101003624,1
42101003614,1
42101003632,1
42101003623,1
42101003620,1
42101003607,1
42101003606,1
42101003605,1
42101003602,1
42101003601,1
42101003603,1
42101003604,1
42101003608,1
42101003617,1
42101003609,1
42101003610,1
42101003612,1
42101003615,1
42101003619,1
42101003622,1
42101003625,1
42101003627,1
42101000201,1
42101000214,1
42101000228,1
42101000234,1
42101000231,1
42101000232,1
42101000233,1
42101000213,1
42101000212,1
42101000217,1
42101000224,1
42101000218,1
42101000223,1
42101000229,1
42101000230,1
42101003017,1
42101003013,1
42101003011,1
42101003010,1
42101003005,1
42101003004,1
42101000209,1
42101000210,1
42101000211,1
42101003012,1
42101000219,1
42101000222,1
42101000221,1
42101000220,1
42101003001,1
42101003002,1
42101003006,1
42101003009,1
42101003015,1
42101003016,1
42101003008,1
42101003014,1
42101003007,1
42101003003,1
42101000522,1
42101000514,1
42101000507,1
42101000511,1
42101000568,1
42101000573,1
42101001087,1
42101000570,1
42101001057,1
42101000508,1
42101000505,1
42101000506,1
42101000576,1
42101000572,1
42101000503,1
42101000519,1
42101000504,1
42101000502,1
42101000571,1
42101000518,1
42101000577,1
42101001088,1
42101001068,1
42101001082,1
42101001089,1
42101001069,1
42101000575,1
42101000574,1
42101001083,1
42101000841,1
42101000821,1
42101000833,1
42101000825,1
42101000830,1
42101000837,1
42101000835,1
42101000852,1
42101000817,1
42101000829,1
42101000853,1
42101000849,1
42101000831,1
42101000811,1
42101000810,1
42101000812,1
42101000813,1
42101000809,1
42101000827,1
42101000807,1
42101000818,1
42101000816,1
42101000839,1
42101000840,1
42101000832,1
42101000834,1
42101000804,1
42101000806,1
42101000808,1
42101000803,1
42101000828,1
42101000801,1
42101000802,1
42101000838,2
42101000836,2
42101001503,2
42101001516,2
42101001513,2
42101001514,2
42101001519,2
42101001506,2
42101001515,2
42101001517,2
42101002910,2
42101001504,2
42101001501,2
42101001502,2
42101001518,2
42101001509,2
42101001505,2
42101001508,2
42101001512,2
42101001511,2
42101001510,2
42101001507,2
42101002916,2
42101002915,2
42101003204,2
42101003201,2
42101002905,2
42101004711,2
42101004709,2
42101004707,2
42101004712,2
42101004706,2
42101004703,2
42101004705,2
42101004702,2
42101004701,2
42101004704,2
42101004710,2
42101004713,2
42101004708,2
42101004714,2
42101002901,2
42101002902,2
42101002908,2
42101002907,2
42101002906,2
42101002904,2
42101002911,2
42101002913,2
42101002914,2
42101002909,2
42101002912,2
42101002918,2
42101002917,2
42101002903,2
42101003231,2
42101003230,2
42101003203,2
42101003210,2
42101003205,2
42101003206,2
42101001602,2
42101001603,2
42101001604,2
42101001605,2
42101003207,2
42101001601,2
42101003208,2
42101003211,2
42101003212,2
42101001606,2
42101001607,2
42101001608,2
42101001612,2
42101001613,2
42101001609,2
42101001610,2
42101001611,2
42101003202,2
42101003214,2
42101003213,2
42101003209,2
42101001614,2
42101003220,2
42101003218,2
42101003228,2
42101003217,2
42101003229,2
42101003216,2
42101003215,2
42101001616,2
42101001615,2
42101001618,2
42101002809,2
42101002810,2
42101002815,2
42101002808,2
42101002801,2
42101001617,2
42101002811,2
42101002812,2
42101002814,2
42101002813,2
42101003223,2
42101003224,2
42101003225,2
42101003226,2
42101002804,2
42101003227,2
42101003221,2
42101003222,2
42101003219,2
42101002803,2
42101002802,2
42101002806,2
42101002805,2
42101002807,2
42101001411,2
42101001410,2
42101001401,2
42101001405,2
42101001408,2
42101001404,2
42101001406,2
42101001409,2
42101001402,2
42101001403,2
42101001407,2
42101002002,2
42101002004,2
42101002001,2
42101002008,2
42101002010,2
42101002009,2
42101002011,2
42101002023,2
42101002006,2
42101002007,2
42101003702,2
42101003704,2
42101003707,2
42101003712,2
42101003711,2
42101003710,2
42101003721,2
42101003716,2
42101003719,2
42101001901,3
42101002005,2
42101003701,2
42101003703,2
42101003705,2
42101003706,2
42101003708,2
42101003713,2
42101003714,2
42101003718,2
42101003717,2
42101003709,2
42101003720,2
42101003715,2
42101001908,3
42101001905,3
42101001101,2
42101003809,2
42101003810,2
42101003806,2
42101002817,2
42101002816,2
42101003807,2
42101003803,2
42101003804,2
42101003805,2
42101002818,2
42101001102,2
42101001120,2
42101001111,2
42101001119,2
42101003821,2
42101001107,2
42101001108,2
42101001118,2
42101001113,2
42101001103,2
42101004310,2
42101004311,2
42101004312,2
