GEOID20,District
42049000370,49
42049000610,49
42049001072,49
42049001330,49
42049000300,49
42049000880,49
42049001460,49
42049001050,49
42049000898,49
42049000902,49
42049001440,49
42049001450,49
42049000280,49
42049001320,49
42049000420,49
42049001290,49
42049000650,49
42049000930,49
42049001410,49
42049001400,49
42049001317,49
42049001316,49
42049000030,50
42049000340,49
42049000590,49
42049001370,49
42049001430,49
42049001260,49
42049001110,49
42049000050,50
42049000520,49
42049001300,49
42049000850,49
42049000020,49
42049000960,49
42049000970,49
42049000320,49
42049000790,49
42049001068,49
42049001520,49
42049000245,49
42049000560,49
42049001240,49
42049001510,49
42049001140,49
42049000060,50
42049000890,49
42049000480,49
42049000470,49
42049000940,49
42049000075,50
42049001220,49
42049000440,49
42049001170,49
42049000490,49
42049001325,49
42049001160,49
42049001020,49
42049001100,49
42049000260,49
42049001030,49
42049000750,49
42049001390,49
42049000620,49
42049000990,49
42049001125,49
42049001420,49
42049000671,49
42049001010,49
42049000430,49
42049001090,49
42049000780,49
42049001380,49
42049001470,49
42049000910,49
42049000040,49
42049000820,49
42049999999,49
42049000141,49
42049000390,49
42049001492,50
42049000865,49
42049001200,49
42049000310,49
42049000840,49
42049000860,49
42049000630,49
42049001060,49
42049001130,49
42049000540,49
42049000010,49
42049000510,49
42049000580,49
42049000660,49
42049000600,49
42049001250,49
42049001180,49
42049000770,49
42049001150,49
42049000100,49
42049001340,49
42049000690,49
42049000920,49
42049001040,49
42049000130,49
42049000950,49
42049000360,49
42049000640,49
42049000181,49
42049000830,49
42049000570,49
42049000530,49
42049000800,49
42049001190,49
42049001350,49
42049000730,49
42049001280,49
42049000810,49
42049000350,49
42049001360,49
42049000740,49
42049000760,49
42049000450,49
42049000380,49
42049000120,50
42049000200,49
42049000980,49
42049000550,49
42049000250,49
42049000110,49
42049000161,49
42049000710,49
42049001305,49
42049000700,49
42049001270,49
42049001230,49
42049000410,49
42049000090,49
42049000400,49
42049000210,49
42049000270,49
42049001210,49
42049000330,49
42049000225,49
42049000460,49
42049001000,49
42049000500,49
42049000720,49
42049001480,49
42049001080,49
42039000310,50
42039000050,50
42039000380,50
42039000630,50
42039000370,50
42039000330,50
42039000140,50
42039000620,50
42039000450,50
42039000300,50
42039000010,50
42039000440,50
42039000030,50
42039000110,50
42039000660,50
42039000170,50
42039000020,50
42039000460,50
42039000130,50
42039000180,50
42039000270,50
42039000280,50
42039000060,50
42039000340,50
42039000400,50
42039000500,50
42039000080,50
42039000590,50
42039000390,50
42039000190,50
42039000250,50
42039000608,50
42039000610,50
42039000120,50
42039000260,50
42039000350,50
42039000490,50
42039000570,50
42039000070,50
42039000210,50
42039000320,50
42039000560,50
42039000100,50
42039000150,50
42039000640,50
42039000410,50
42039000360,50
42039000470,50
42039000240,50
42039000550,50
42039000040,50
42039000220,50
42039000602,50
42039000420,50
42039000200,50
42039000090,50
42039000580,50
42039000540,50
42039000230,50
42039000520,50
42039000160,50
42039000430,50
42039000290,50
42039000480,50
42039000530,50
42039000650,50
42039000510,50
42039000670,50
42085000700,50
42085000540,50
42085000620,50
42085000735,50
42085001070,50
42085000640,50
42085000475,50
42085000160,50
42085000445,50
42085000825,50
42085000630,50
42085000020,50
42085000060,50
42085000600,50
42085001115,50
42085000290,50
42085001040,50
42085000425,50
42085000660,50
42085000235,50
42085000480,50
42085000180,50
42085000690,50
42085000340,50
42085000792,50
42085000110,50
42085000950,50
42085000395,50
42085000190,50
42085000150,50
42085000280,50
42085000050,50
42085000680,50
42085001100,50
42085000912,50
42085001090,50
42085000490,50
42085001005,50
42085000375,50
42085000710,50
42085000765,50
42085001055,50
42085000170,50
42085000974,50
42085000515,50
42085000862,50
42085000072,50
42085000040,50
42085000225,50
42085000245,50
42085000010,50
42085000365,50
42085001030,50
42085000822,50
42085000885,50
42085000500,50
42085000550,50
42085000650,50
42085001020,50
42085000895,50
42085000300,50
42085000215,50
42085000355,50
42085000960,50
42085000575,50
42085000320,50
42085000590,50
42085000310,50
42085000835,50
42085000565,50
42085000775,50
42085001080,50
42085000140,50
42085000455,50
42085000330,50
42085000610,50
42085000530,50
42085000270,50
42085000972,50
42085000755,50
42085000670,50
42085000415,50
42085000030,50
42085000125,50
42085000465,50
42085000385,50
42085000405,50
42085000435,50
42085000732,50
42085000940,50
42121000116,21
42121000040,50
42121000675,21
42121000290,50
42121000060,50
42121000596,21
42121000405,21
42121000640,21
42121000395,21
42121000375,21
42121000740,50
42121000102,21
42121000575,21
42121000050,50
42121000330,21
42121000560,50
42121000300,50
42121000310,50
42121000660,21
42121000265,50
42121000650,50
42121000320,50
42121000690,50
42121000425,21
42121000570,50
42121000680,21
42121000136,21
42121000030,50
42121000126,21
42121000465,21
42121000225,50
42121000580,21
42121000540,21
42121000445,21
42121000355,21
42121000730,50
42121000195,50
42121000020,50
42121000530,50
42121000170,21
42121000010,50
42121000695,21
42121000550,50
42121000070,50
42123000110,50
42123000351,50
42123000300,50
42123000250,50
42123000255,50
42123000181,50
42123000070,50
42123000080,50
42123000020,50
42123000195,50
42123000090,50
42123000420,50
42123000220,50
42123000050,50
42123000260,50
42123000400,50
42123000331,50
42123000150,50
42123000060,50
42123000361,50
42123000040,50
42123000320,50
42123000310,50
42123000165,50
42123000370,50
42123000125,50
42123000140,50
42123000231,50
42123000410,50
42123000030,50
42123000100,50
42123000290,50
42123000010,50
42073000555,47
42073000870,47
42073000770,47
42073000864,47
42073000010,47
42073000335,47
42073000700,47
42073000710,47
42073000862,47
42073000255,47
42073000880,47
42073000485,47
42073000080,47
42073000160,47
42073000170,47
42073000940,47
42073000665,47
42073000990,47
42073000920,47
42073000840,47
42073000690,47
42073001010,47
42073000760,47
42073000820,47
42073000150,47
42073000110,47
42073000720,47
42073000190,47
42073000596,47
42073000244,47
42073000130,47
42073000425,47
42073000565,47
42073000780,47
42073000980,47
42073000910,47
42073000315,47
42073000075,47
42073000475,47
42073000930,47
42073001050,47
42073000950,47
42073000625,47
42073000295,47
42073000050,47
42073000900,47
42073000020,47
42073000140,47
42073000970,47
42073000800,47
42073001040,47
42073000090,47
42073000830,47
42073001000,47
42073000812,47
42073000220,47
42073000285,47
42073000790,47
42073000495,47
42073000960,47
42073000120,47
42073000215,47
42073000035,47
42073000325,47
42073000415,47
42073000814,47
42073000750,47
42073000355,47
42073000240,47
42073000230,47
42073000100,47
42073000850,47
42073000246,47
42073000200,47
42073000345,47
42007000985,47
42007000435,47
42007000975,47
42007001460,47
42007001040,47
42007000065,47
42007000780,47
42007000510,47
42007000550,47
42007001240,47
42007000015,47
42007000995,47
42007000500,47
42007001210,47
42007000075,47
42007001480,47
42007001560,47
42007000055,47
42007001185,47
42007001380,47
42007001055,47
42007000440,47
42007001320,47
42007001175,47
42007001290,47
42007000405,47
42007001148,47
42007000155,47
42007001080,47
42007001535,47
42007000265,47
42007000005,47
42007001095,47
42007001340,47
42007000735,47
42007001400,47
42007000808,47
42007001250,47
42007000840,47
42007000850,47
42007000275,47
42007000620,47
42007000195,47
42007000250,47
42007000680,47
42007001360,47
42007000695,47
42007000950,47
42007001280,47
42007001115,47
42007000630,47
42007000860,47
42007000185,47
42007000300,47
42007000710,47
42007001260,47
42007001300,47
42007001510,47
42007001310,47
42007001550,47
42007001005,47
42007000345,47
42007001025,47
42007000905,47
42007000660,47
42007000355,47
42007001390,47
42007000920,47
42007000830,47
42007001370,47
42007000036,47
42007000650,47
42007000375,47
42007001445,47
42007000450,47
42007000165,47
42007000720,47
42007000175,47
42007001270,47
42007000770,47
42007000530,47
42007001470,47
42007000095,47
42007000705,47
42007000570,47
42007000465,47
42007000540,47
42007000960,47
42007000325,47
42007000335,47
42007000875,47
42007000365,47
42007001420,47
42007000670,47
42007001490,47
42007001165,47
42007001200,47
42007000760,47
42007001070,47
42007000310,47
42007000590,47
42007000290,47
42007001230,47
42007000026,47
42007000560,47
42007000420,47
42007000490,47
42007001500,47
42007001330,47
42007001410,47
42007001430,47
42007000820,47
42007001350,47
42007000580,47
42007000940,47
42007001195,47
42007000640,47
42007000610,47
42007001220,47
42007001015,47
42007000750,47
42007000460,47
42007000520,47
42007001520,47
42007000930,47
42007000600,47
42007000045,47
42007000885,47
42007001125,47
42019000770,21
42019000570,21
42019000630,21
42019000510,21
42125001140,46
42125000630,46
42125000030,46
42125000715,46
42125000745,46
42125000490,46
42125000080,46
42125001645,46
42125001920,46
42125000840,46
42125001075,37
42125001010,46
42125000160,46
42125000900,46
42125000340,46
42125000330,46
42125001510,46
42125000272,46
42125001945,46
42125000960,46
42125001362,46
42125000590,46
42125001630,46
42125001540,46
42125000530,46
42125001550,46
42125001770,37
42125001180,46
42125001850,46
42125001760,37
42125000140,46
42125000570,46
42125001688,46
42125001700,46
42125000130,46
42125001570,46
42125000485,46
42125000095,46
42125001210,46
42125000420,46
42125001990,46
42125000235,46
42125000020,46
42125000070,46
42125000185,46
42125000050,46
42125000110,46
42125000352,37
42125000125,46
42125001310,46
42125001890,46
42125000682,46
42125000800,46
42125002030,46
42125000378,37
42125000550,46
42125000190,46
42125000358,37
42125000372,37
42125000500,46
42125000280,46
42125001250,46
42125000540,46
42125001336,46
42125000290,46
42125000735,46
42125001480,37
42125001385,46
42125000260,46
42125001652,46
42125000010,46
42125001970,46
42125001692,46
42125001672,46
42125000970,46
42125001290,46
42125001348,46
42125000650,46
42125000170,46
42125001635,46
42125000692,46
42125001910,46
42125001318,46
42125001830,46
42125000215,46
42125001165,46
42125001125,46
42125000520,46
42125001020,46
42125002000,46
42125001450,37
42125000310,46
42125001730,37
42125000995,46
42125000040,46
42125001200,46
42125001815,46
42125000950,46
42125000300,46
42125001560,46
42125001410,37
42125001150,46
42125000910,46
42125000700,46
42125001240,46
42125002010,46
42125000830,46
42125000392,37
42125001375,46
42125000790,46
42125001610,46
42125001300,46
42125000930,46
42125001845,46
42125001324,46
42125000765,46
42125001780,37
42125000600,46
42125002045,46
42125000810,46
42125001420,37
42125001332,46
42125001030,46
42125001440,37
42125000384,37
42125000620,46
42125001860,46
42125001620,46
42125000645,46
42125001050,46
42125000364,37
42125001980,46
